D1	D2	RR	direction_yes_no	p5years	p.value.direction	AGE_AT_D1	counts	female_counts	CODE_DIFF_DAYS	death_counts
K86	C10	1.77467	1	1.53220181470571e-24	5.810343e-21	20521.74	47	nan	782.7	nan
K86	C13	1.66435	1	1.38453484753967e-15	3.056346e-11	20837.38	42	nan	789.29	nan
K86	C22	1.43661	1	2.47122037053903e-13	6.390428e-17	23088.98	104	27	498.75	nan
K86	C25	8.0852	1	0	1.286541e-24	23880.91	1252	536	228.4	1051
K86	D64	2.04982	1	4.94065645841247e-324	8.665405e-25	22634.75	1290	471	540.6	758
K86	E13	25.9603	1	0	1.858255e-131	19779.45	1030	283	545.72	313
K86	E14	6.17769	1	0	2.00036e-62	20020.62	1232	356	614.66	511
K86	E15	5.37823	1	6.36000593603297e-257	1.84702e-10	19183.33	120	30	618.52	67
K86	E16	7.49752	1	0	2.950659e-75	20029.76	725	206	704.91	387
K86	E41	11.1584	1	0	1.384092e-17	22463.56	173	81	528.07	110
K86	E47	10.3213	1	0	7.640274e-11	21641.58	99	48	432.63	44
K86	E64	6.59955	1	0	2.710128e-28	21824.79	348	148	443.33	179
K86	E86	2.64359	1	4.94065645841247e-324	4.418001e-56	23732.36	1358	569	571.56	878
K86	E87	2.68495	1	4.94065645841247e-324	4.299916e-34	22117.96	996	412	534.47	531
K86	F03	1.29101	1	6.00892930972888e-17	1.530381e-32	25604.65	284	132	644.31	198
K86	F05	1.98649	1	1.15950199112284e-98	2.766065e-08	23152.26	250	81	472.44	135
K86	F41	1.57816	1	9.48884947233829e-76	1.407486e-12	21635.75	293	125	518.76	163
K86	G63	2.7745	1	2.58113240669793e-102	1.848094e-08	21036.18	77	25	671.57	27
K86	G93	1.71098	1	1.23317382827357e-31	1.388059e-09	19767.56	87	35	520.79	58
K86	G96	1.28908	1	8.32848649013488e-16	8.14458e-26	21398.89	176	66	752.72	68
K86	H36	2.39055	1	0	1.252374e-39	19532.18	313	70	758.42	91
K86	I46	1.56749	1	1.54308212138562e-57	5.542274e-48	21353	252	76	636.92	226
K86	I64	1.30722	1	2.898305070188e-56	5.631706e-08	23160.22	682	247	688.43	397
K86	I69	1.22993	1	7.00573377315197e-43	3.308283e-18	23420.53	638	214	672.01	313
K86	I73	1.80296	1	9.77683193487149e-225	2.930888e-24	22522.09	392	122	815.1	144
K86	I86	6.23392	1	0	5.156069e-11	19418.93	104	25	593.6	46
K86	I95	1.54684	1	2.33982239645301e-45	1.193797e-11	24008.87	237	99	610.89	136
K86	J15	1.8451	1	0	1.372972e-59	22396.42	869	315	658.53	515
K86	J18	1.67786	1	4.94065645841247e-324	2.153902e-35	22406.88	2384	830	603.03	1422
K86	J69	2.42645	1	2.9178015862111e-132	1.336336e-13	22253.22	166	48	600.31	109
K86	J81	1.62356	1	1.31120704053903e-36	1.387561e-09	24512.55	156	63	529.96	133
K86	J85	4.50953	1	2.4063441791169e-226	8.132734e-08	19370.43	74	nan	645.34	38
K86	J86	3.02629	1	4.03723703387598e-184	5.010024e-09	20144.59	140	28	655.18	81
K86	J90	1.7411	1	1.40705125773388e-83	4.873887e-13	22233.7	293	91	506.33	167
K86	J96	1.62805	1	9.85837317841822e-284	1.040447e-63	22299.02	1093	409	523.27	758
K86	K02	1.96688	1	4.86141996834035e-101	2.527285e-11	18699.14	167	46	757.37	78
K86	K31	12.9851	1	0	5.41365e-21	21022.55	514	155	466.2	279
K86	K43	2.11699	1	1.95376170696266e-307	2.953425e-08	20045.81	517	189	626.08	136
K86	K56	2.28763	1	0	6.579688e-10	21877.27	643	258	538.07	358
K86	K59	2.21045	1	4.94065645841247e-324	1.40794e-08	22120.91	1545	665	554.67	703
K86	K72	3.9059	1	0	3.981211e-27	19987.72	464	170	542.19	373
K86	K75	11.045	1	0	4.113936e-14	21132.26	183	66	450.9	93
K86	K83	20.1127	1	0	1.637855e-07	21699.76	1620	556	364.06	773
K86	L89	1.71422	1	1.23641867021351e-66	4.171614e-19	22762.87	203	70	541.24	131
K86	L97	1.73519	1	1.48089533815889e-114	7.986535e-27	22240.56	201	62	837.13	115
K86	L98	1.26499	1	4.33210855271987e-14	6.285158e-08	21010.42	179	64	728.65	87
K86	M80	2.34429	1	9.41430337425705e-292	9.021452e-19	24198.18	305	185	671.65	146
K86	M81	2.21599	1	0	2.378476e-24	23282.46	749	456	679.69	305
K86	M85	1.25961	1	1.84069921052065e-15	1.616463e-07	21799.31	251	141	636.41	37
K86	N18	1.28759	1	1.42661948823741e-54	4.68091e-24	23475.98	453	136	586.51	278
K86	N19	1.46977	1	2.23893083923852e-60	1.736878e-10	22728.64	336	93	592.26	228
K86	N39	1.33592	1	1.73033359373878e-88	1.320343e-23	23508.12	833	445	688.15	385
K90	A41	2.19313	1	1.30186668537024e-177	3.38285e-13	21564.41	392	213	536.93	250
K90	A49	1.6341	1	7.31229873448613e-27	4.235864e-10	18537.38	147	74	717.15	74
K90	J15	1.41093	1	1.20027324384417e-22	3.614687e-12	21029.65	232	124	701.48	109
K90	M81	3.26328	1	0	2.239138e-11	21666.78	602	408	613.09	111
K90	M85	2.84413	1	5.92048211869952e-165	1.195804e-08	16739.75	427	310	603.94	nan
K90	N18	1.28133	1	9.01725643719511e-11	1.406823e-16	22203.61	162	72	704.53	85
K91	A49	4.6104	1	0	2.91095e-20	22074.45	473	238	547.89	224
K91	F41	1.28704	1	7.72478668768843e-15	8.276747e-09	22324.22	201	122	516.08	135
K91	G64	5.04925	1	1.82295618132542e-61	5.221281e-13	19512.07	28	nan	498.46	nan
K91	J15	1.80552	1	4.26556666341382e-242	2.224133e-15	23524.53	563	276	534.96	321
K91	L97	1.35281	1	2.66659097832576e-16	2.884471e-08	24274.19	117	63	684.41	72
K91	M80	1.39873	1	3.14496802098564e-29	1.131946e-12	25481.13	183	145	728.43	87
K91	M81	2.33316	1	0	2.623295e-10	23160.48	500	385	677.62	156
K91	N18	2.49844	1	0	8.857937e-13	24031.77	424	198	577.89	229
K92	A04	1.54336	1	1.24156531765528e-81	4.57895e-17	25795.6	1320	642	439.75	851
K92	A41	1.38776	1	8.9857174831963e-265	2.874953e-40	25972.22	6703	2668	444.54	5122
K92	A49	1.20871	1	8.56716261986297e-30	1.645421e-30	25691.97	2147	913	530.87	1378
K92	C22	2.95284	1	1.66742775178775e-250	8.063269e-18	24673.01	505	133	496.27	459
K92	E41	1.48241	1	2.91889738578317e-13	2.0543e-15	25600.87	253	124	536.35	184
K92	E86	1.19469	1	2.05558430626609e-96	2.771127e-11	27490.2	7505	3902	497.21	5591
K92	F05	1.16812	1	7.29728384227244e-12	2.932357e-26	26839.86	1207	445	498.91	844
K92	F41	1.25452	1	1.05665186011868e-24	3.033393e-22	22327.07	1066	550	540.12	613
K92	I46	1.33584	1	4.23460604423141e-40	2.711485e-92	25434.49	1483	556	449.94	1364
K92	I86	9.316	1	0	1.227963e-08	20654.27	516	161	347.84	278
K92	I98	20.513	1	0	6.775231e-15	20280.41	664	199	345.14	450
K92	J15	1.16964	1	3.80090622447036e-47	1.826808e-26	26561.14	4797	1984	506.04	3473
K92	J22	1.52644	1	1.64818945967704e-49	7.807943e-08	26079.4	655	288	605.47	447
K92	J69	2.28056	1	5.29110305452434e-236	1.781095e-27	25576.43	1177	434	388.32	916
K92	J96	1.24514	1	5.93928861108015e-97	1.270323e-65	25280.08	5144	2182	466.76	4053
K92	K55	4.25422	1	0	9.174111e-10	26302.8	1219	628	298.85	725
K92	K64	1.8198	1	1.48497226551637e-102	1.540678e-71	22667.41	962	393	439.07	182
K92	K72	7.42768	1	0	1.055771e-54	20800.76	2160	758	411.51	1703
K92	L89	1.30829	1	2.64522746521605e-31	1.248778e-13	27001.42	1184	567	499.01	913
L01	J22	3.63084	1	2.11402323840734e-29	1.157233e-11	24239.1	51	26	788.88	nan
L01	L89	2.4602	1	2.24293519175024e-16	2.844143e-08	22969.55	51	26	664.78	nan
L01	M81	2.12736	1	9.96336353653146e-40	1.064615e-13	23179.04	96	67	711.95	25
L01	M85	1.97209	1	3.96269990701593e-13	7.200671e-18	19959.51	61	38	841	nan
L01	N17	2.01619	1	1.01131262038485e-11	4.719929e-08	19050.55	31	nan	791.1	nan
L02	A26	2.28415	1	6.11355424332317e-41	7.820808e-14	20366.36	122	53	566.98	24
L02	A31	4.14145	1	1.40413030586174e-101	8.553511e-08	7174.57	138	73	227.51	nan
L02	A40	1.76899	1	9.03877328938543e-46	8.279685e-09	19942.99	330	122	569.44	155
L02	A41	1.35394	1	3.24406439034355e-175	1.529939e-302	22256.44	4114	1583	569.62	2353
L02	A49	2.13065	1	4.94065645841247e-324	4.857093e-110	18576.48	2808	1069	461.49	854
L02	B18	3.26017	1	0	6.366634e-90	13556.85	892	295	811.28	189
L02	B95	5.1935	1	0	1.282191e-36	14253.25	583	249	239.27	82
L02	D21	1.53128	1	8.9641887046212e-26	1.086356e-07	17008.09	338	156	522.05	28
L02	D84	2.00667	1	7.77296705915016e-39	1.482927e-13	9865.97	101	52	577.92	nan
L02	E13	1.54142	1	2.01973616614498e-39	6.708774e-26	19486.07	375	129	712.62	126
L02	E14	2.55107	1	4.94065645841247e-324	2.228581e-20	20717.66	2507	855	550.54	827
L02	E16	1.34904	1	8.58238653955454e-49	2.127921e-10	20139.53	870	333	794.96	425
L02	E66	1.34669	1	1.57556041450788e-254	1.244432e-27	16013.8	4228	2682	726.38	410
L02	E70	1.84923	1	2.49091349602531e-12	1.695774e-07	23380.59	70	30	631.53	39
L02	F11	5.7789	1	0	2.1149e-11	13763.77	984	332	581.38	253
L02	F14	2.81584	1	2.34581893424045e-116	5.441376e-10	11834.63	145	39	733.41	23
L02	F17	2.09005	1	4.94065645841247e-324	1.259363e-144	16113.15	2718	1196	495.97	329
L02	F19	3.36775	1	0	3.690281e-15	13504.12	380	114	735.18	104
L02	F55	3.18753	1	1.04718972227378e-102	5.684129e-09	13610.32	87	27	750.83	20
L02	G63	1.86515	1	3.85244226964916e-44	2.411378e-17	20201.55	236	86	792.25	64
L02	H01	1.42947	1	4.34339975440375e-12	5.584314e-18	15609.92	207	94	676.71	22
L02	H36	2.19591	1	0	4.413728e-44	18769.62	1384	485	777.14	260
L02	I33	2.26336	1	2.8591597898867e-112	1.860554e-14	18585.15	337	103	593.95	142
L02	I38	2.04369	1	4.0819169820222e-39	6.748017e-14	19348.54	145	50	622.12	64
L02	I72	2.06784	1	1.68301928916411e-86	4.422089e-09	20348.11	263	84	623.76	78
L02	I73	1.16963	1	2.30204171760182e-18	1.58456e-57	22837.7	1273	487	770.99	460
L02	I87	1.8274	1	3.21963416821472e-63	2.045982e-23	20889.13	306	142	784.77	109
L02	I89	1.60974	1	1.30549609133761e-45	1.55645e-07	16862.37	474	214	498.45	93
L02	J22	1.35552	1	3.17943449322744e-19	3.294358e-65	22413.33	291	124	789.13	154
L02	J86	1.45368	1	3.51421643956654e-21	8.414485e-08	19518.11	307	76	571	128
L02	K02	1.6582	1	2.19094161303051e-108	5.263179e-08	15409.6	836	285	595.18	188
L02	K10	1.42495	1	1.94424279604005e-17	7.899523e-09	19620.25	308	131	464.12	101
L02	K43	1.22089	1	3.85676649454215e-26	1.727971e-09	20029.72	1197	617	682.71	214
L02	K60	1.91597	1	6.03350953713373e-309	1.103799e-20	15422.29	1610	582	512.19	141
L02	K63	1.6942	1	3.40270440204256e-89	2.544048e-43	21200.71	736	380	508.58	265
L02	L30	1.41416	1	1.54622329635478e-51	9.774428e-27	17191.6	950	445	707.45	180
L02	L72	6.56958	1	0	1.192926e-21	16038.5	1794	723	317.36	118
L02	L73	16.3448	1	0	7.694358e-98	13008.49	2867	1834	433.2	146
L02	L89	2.81555	1	4.94065645841247e-324	1.083756e-71	23497.36	1266	572	521.75	719
L02	L90	1.71809	1	1.83368674450031e-130	1.987128e-56	13834.02	1039	710	733.53	65
L02	L97	3.59736	1	0	7.436245e-112	22614.61	2281	813	524.92	951
L02	L98	3.71406	1	0	6.755546e-76	19483.52	2292	982	471.86	689
L02	M07	1.27461	1	1.58612662752418e-12	1.240724e-14	16409.51	237	129	823.66	nan
L02	M10	1.3247	1	7.25372543070741e-43	5.640865e-08	23873.72	1110	307	559.47	405
L02	M13	1.42255	1	4.57844067298433e-50	1.041245e-20	18554.51	874	370	658.93	155
L02	M14	3.66249	1	6.95518359807832e-184	2.463133e-12	19949.17	243	67	657.04	58
L02	M46	1.84372	1	3.25841483525391e-71	3.931327e-21	19104.01	360	163	589.66	84
L02	M86	5.48853	1	0	6.063046e-31	20428.78	1412	479	368.64	444
L02	N17	1.31777	1	2.3870331567384e-32	1.893609e-95	22723.11	925	345	645.47	571
L02	N18	1.10659	1	2.94293790713658e-13	5.078635e-127	23505.43	1525	486	712.36	833
L02	N19	1.13978	1	1.44448696068368e-10	9.663454e-35	23359.49	886	297	691.47	567
L02	N49	5.60069	1	0	5.903233e-12	16824.44	917	0	435.9	124
L02	N61	6.24136	1	0	1.080005e-17	15367.66	972	848	400.9	63
L03	A26	2.16121	1	1.82551310175276e-10	3.119563e-14	20189.63	62	24	500.66	nan
L03	A41	1.16525	1	5.42303347670331e-14	9.128527e-174	21824.38	1449	570	589.85	815
L03	A46	2.66472	1	0	4.688949e-25	18777.01	1998	728	437.18	466
L03	A49	2.05556	1	4.08863834118952e-177	4.449184e-33	17021.31	1276	473	359.53	268
L03	B02	1.54925	1	5.40770506959936e-13	6.302304e-09	21937.23	198	104	556.44	77
L03	B18	2.14189	1	3.0021238757273e-109	6.744414e-48	13543.31	346	111	762.89	84
L03	B95	2.84217	1	7.36104123604147e-40	4.078335e-08	15231.82	138	56	397.08	24
L03	E11	1.29976	1	7.43385892740539e-87	8.364146e-17	21508.48	1599	563	673.32	482
L03	E14	2.16264	1	2.11279221106085e-249	1.070287e-16	21029.98	909	297	593.02	318
L03	F19	1.97842	1	1.34208161248269e-34	6.916729e-09	13460.38	157	54	709.99	41
L03	G56	1.22768	1	9.56396116641891e-19	4.325483e-71	18159.49	1024	478	796.82	96
L03	H36	2.00848	1	2.25982528513127e-133	2.629677e-21	19204.08	519	149	791.41	109
L03	I33	1.76448	1	1.00133092813718e-16	1.040253e-14	17961.3	130	41	613.88	55
L03	I70	1.73724	1	1.47018647039578e-166	1.321779e-18	24278.7	1146	408	561.02	593
L03	I73	1.34113	1	1.38102594135306e-23	9.004706e-72	22246.44	603	242	727.62	207
L03	I83	1.29427	1	1.10482663894645e-25	2.159441e-30	19926.53	830	413	794.88	169
L03	I87	1.58391	1	1.83929699200908e-12	1.350043e-16	20436.13	138	64	770.48	43
L03	L30	1.82132	1	1.03058045955464e-63	1.908866e-34	16813.52	562	255	569.62	81
L03	L40	1.36076	1	1.81667179736294e-13	1.653887e-08	18490.76	281	121	634.32	46
L03	L60	5.68067	1	0	1.263159e-10	11613.94	1073	413	289.75	89
L03	L89	1.86628	1	6.44811717716893e-56	1.958753e-53	23165.88	392	158	613.73	233
L03	L97	3.26961	1	0	5.127896e-59	22550.93	893	313	560.74	395
L03	L98	2.71912	1	1.11770333824397e-256	3.133622e-30	19188.04	828	344	521.69	251
L03	M10	2.21685	1	1.96881582518858e-173	3.760957e-36	24168.78	790	208	454.63	267
L03	M13	1.71866	1	5.52047321879731e-48	6.182491e-35	18678.17	524	192	572.81	81
L03	M14	3.93113	1	8.6723876160742e-72	8.492276e-11	19662.02	119	32	679.03	31
L03	M15	1.72628	1	1.68161820614006e-20	3.231294e-21	22605.16	202	139	744.44	31
L03	M19	1.27252	1	9.98737621424306e-22	4.457197e-131	20885.01	870	404	794.34	116
L03	M20	1.32138	1	5.15487720869603e-19	8.24559e-17	19177.48	544	327	786.43	60
L03	M65	1.64858	1	2.7238269728933e-110	8.940974e-28	16854.13	1325	602	511.57	88
L03	M70	1.44289	1	6.80104590953129e-44	1.770385e-27	17439.44	974	275	615.88	124
L03	M72	1.31571	1	2.38379600482508e-14	5.040259e-17	19988.46	443	149	589.43	73
L03	M79	1.1125	1	2.37269870584538e-13	1.015568e-98	15725.11	2767	1158	697.07	301
L03	M86	5.70052	1	0	1.252518e-22	19880.19	674	236	317.53	182
L04	A18	22.0603	1	9.04023655178645e-242	7.071571e-10	10120.13	131	73	85.52	nan
L04	A31	29.9497	1	0	2.766349e-09	1881.2	143	83	121.33	nan
L04	A49	1.54422	1	2.42011911890476e-11	2.977765e-09	12225.32	201	77	458.9	34
L04	C77	2.96602	1	1.81533111467743e-47	1.602144e-10	21650.78	170	81	242.11	106
L04	C82	13.2823	1	2.90479676398548e-151	1.445638e-19	21585.23	133	67	236.96	38
L04	C83	6.81289	1	1.0845314872881e-127	2.050631e-19	21537.12	170	78	286.75	77
L04	C85	8.16979	1	1.55127177038935e-179	6.275291e-15	19744.36	216	103	259.43	78
L04	D86	2.5175	1	2.85405701696103e-17	3.620285e-13	13995.46	74	38	363.27	nan
L05	E28	1.83959	1	1.7450179023432e-32	3.388728e-17	8022.48	135	135	829.56	nan
L05	E66	1.59126	1	4.91026030834513e-209	4.98981e-155	10796.3	1404	734	621.23	51
L05	F17	4.49058	1	0	2.344868e-15	11210.44	1723	417	278.57	76
L05	K60	3.22659	1	0	1.390093e-12	13122.7	1031	223	406.92	47
L05	L08	1.32854	1	3.88433015072267e-24	2.910993e-15	10566.7	501	157	614.55	22
L05	L68	5.40195	1	1.29368395947396e-261	1.91869e-11	8388.32	167	114	758.66	nan
L05	L72	1.99634	1	9.84923894146785e-40	4.247998e-10	11657.53	156	51	616.65	0
L05	L73	5.0763	1	0	2.565366e-38	11142.99	422	172	738.68	nan
L05	L98	2.4393	1	2.40445217221991e-149	5.861956e-30	12317.9	260	68	638.98	25
L05	N49	2.15096	1	4.15524921149799e-44	1.392355e-10	12702.66	122	0	880.3	nan
L05	N61	1.97098	1	1.50250234514839e-18	1.830713e-10	11052.28	67	nan	951.67	nan
L08	A04	1.49817	1	3.24997595425594e-25	1.068681e-18	23446.79	498	235	553.3	273
L08	A26	3.8366	1	1.54183670230546e-69	4.939482e-10	20187.66	172	63	480.92	29
L08	A41	1.49014	1	1.80576182184145e-128	6.107118e-69	23275.86	2390	953	557.49	1427
L08	A49	2.24502	1	0	5.560824e-22	19317.05	1913	762	426.12	599
L08	B18	2.75559	1	8.05328789199375e-260	4.05412e-16	14108.48	451	156	770.6	110
L08	B95	4.08298	1	4.66855024785513e-139	5.275569e-09	16013.94	277	112	305.29	60
L08	D64	1.12167	1	4.39280001785187e-10	1.043331e-19	24504.6	1624	738	639.56	932
L08	E13	1.69342	1	6.45047179878231e-23	5.288183e-08	21093.66	211	66	727.42	69
L08	F17	1.44473	1	1.22711120857924e-54	5.855642e-42	16629.47	1165	490	728.99	202
L08	L89	3.0721	1	2.22058904115941e-291	1.105213e-13	24236.05	788	339	468.1	480
L08	L97	5.05783	1	0	2.68343e-20	23759.2	1642	639	427.76	724
L08	L98	3.5597	1	0	5.91346e-13	20400.13	1204	499	451.82	392
L08	M19	1.20245	1	1.51939682523575e-15	1.836383e-13	21423.41	1166	597	748.48	173
L08	M86	5.24253	1	0	1.194851e-08	20133.84	633	216	341.74	169
L08	N17	1.48324	1	4.0796068291501e-29	6.39309e-21	23366.15	584	199	611.94	387
L08	N28	1.47903	1	4.77165979703878e-15	2.073067e-12	23911.6	275	95	678	134
L20	A46	2.82421	1	1.07839703937803e-149	9.672127e-08	13261.55	260	113	541.87	39
L20	A49	1.86362	1	1.17729202714307e-52	1.485004e-10	8359.57	284	135	530	37
L20	B02	2.73377	1	2.02669218946455e-42	1.385862e-10	8766.83	69	36	632.94	nan
L20	C44	2.35716	1	1.98012068278867e-43	2.522515e-13	21267.38	85	41	727.16	nan
L20	E64	3.1188	1	9.89185732899196e-103	2.410264e-12	2251.42	249	97	477.73	nan
L20	H16	4.05532	1	3.31527072498262e-167	2.605181e-18	10529.32	122	58	794.41	nan
L20	H18	2.85144	1	4.77731155725007e-42	4.895379e-17	12708.43	42	nan	849.43	nan
L20	H19	4.48746	1	3.74938314515912e-48	1.43749e-07	12922.52	31	nan	721.55	nan
L20	J22	2.03487	1	3.19237209549683e-12	4.457023e-09	20431.5	24	nan	827.04	nan
L20	J46	5.42157	1	0	1.508791e-10	3074.14	254	98	676.25	nan
L20	J47	1.82729	1	8.42860291556208e-10	1.638852e-07	12112.37	30	nan	707.73	nan
L20	L02	1.30961	1	4.38006275244389e-18	5.99044e-10	7668.99	432	204	672.98	24
L20	L08	1.87362	1	1.20718172340582e-68	6.368488e-25	7367.39	400	172	670.67	25
L20	L98	2.89496	1	2.95853774431143e-133	1.685869e-07	10115.29	353	209	453.08	23
L20	M81	1.67644	1	1.00658849212248e-33	1.74229e-29	20633.81	147	99	776.37	29
L20	M85	1.50294	1	5.5738972339761e-12	4.516023e-38	16548.4	90	59	879.12	nan
L20	N17	1.83026	1	4.66363042490932e-15	7.280258e-09	20583.95	39	nan	751.44	nan
L21	A41	1.68225	1	2.60766975872531e-26	7.218037e-17	22146.61	300	80	670.5	171
L21	E86	1.50536	1	4.43673640522008e-17	2.042696e-29	22523.24	350	129	671.07	194
L21	F03	1.83346	1	3.16802603057683e-15	2.05183e-10	28083.45	137	58	676.26	104
L21	J15	1.50595	1	1.70102244704036e-13	2.167776e-18	22201.46	246	82	758.13	139
L21	J18	1.43532	1	7.0938314271806e-35	3.454804e-13	21021.6	697	233	722.82	354
L21	J69	2.74884	1	4.1513021605113e-14	1.66075e-08	21869.96	49	nan	672.41	nan
L21	J96	1.64838	1	2.15944393803686e-21	1.726301e-20	21727.97	229	73	666.92	145
L21	N39	1.36363	1	3.82311229431494e-11	2.640258e-20	22752.73	337	159	806.96	149
L22	J03	1.90083	1	2.62522258529179e-13	3.283058e-11	466.6	121	64	515.41	nan
L23	A46	2.15973	1	7.71226774298982e-64	1.210207e-10	20904.08	314	175	620	64
L23	F17	1.5379	1	1.19491196041395e-16	2.670141e-16	15646.29	249	188	644.72	23
L27	A41	1.86555	1	2.15232822663171e-46	2.118325e-20	25045.65	397	180	543.63	273
L27	A49	2.03082	1	5.38268791805149e-23	8.83814e-08	23120.09	164	70	514.88	76
L27	E86	1.40207	1	4.89516044639571e-15	4.888104e-24	26834.17	398	232	633.7	275
L27	J15	1.58111	1	1.18682500737046e-19	1.981053e-19	24540.11	289	145	664.26	196
L27	M81	1.37074	1	9.25071302839397e-11	2.823824e-10	25688.28	239	177	749.46	99
L28	A41	1.75563	1	1.84638678474263e-43	3.741666e-29	25494.51	342	155	767.09	237
L28	A49	1.5185	1	8.84330445922574e-10	2.972862e-08	24147.88	128	63	683.87	64
L28	E86	1.36133	1	3.30080155508333e-14	1.960255e-34	27597.51	357	198	784.08	244
L28	J18	1.27602	1	4.26745061867568e-20	2.510908e-10	25702.21	676	330	736.3	403
L30	A04	1.51617	1	8.60307820492676e-18	3.592057e-08	23974.6	288	138	682.21	159
L30	A41	1.47566	1	2.00169537082899e-85	8.310381e-70	24570.13	1528	625	667.85	1001
L30	A49	1.72273	1	6.04426223537813e-80	3.359247e-20	21583.38	812	362	618.18	312
L30	D64	1.27926	1	3.3263433884256e-36	1.761451e-21	25736.33	1352	627	699.38	814
L30	E86	1.36888	1	1.08415236056936e-58	2.717566e-51	25884.67	1627	864	703.88	1065
L30	E87	1.55683	1	1.04081623967307e-72	2.187035e-42	24593.5	972	515	721.21	546
L30	F03	1.40108	1	7.11950883096043e-26	1.629426e-32	29198.42	573	326	702.74	445
L30	F05	1.4411	1	1.76224451420885e-14	9.552378e-35	27125.66	261	111	723.81	168
L30	G96	1.31242	1	1.03250336036819e-10	1.818353e-15	21223.33	390	206	795.14	123
L30	I69	1.20806	1	1.82402549155722e-19	2.662747e-09	26181.48	1023	445	671.97	552
L30	J15	1.29777	1	7.74755662179613e-31	7.949023e-77	24289.64	1178	535	760.17	691
L30	J18	1.21777	1	9.50027192028174e-55	8.889033e-13	23520.27	3129	1416	710.18	1619
L30	J22	1.64543	1	1.63450730372002e-17	4.199041e-17	25720.6	189	83	769.6	114
L30	J96	1.26559	1	1.00660080903065e-26	9.27587e-98	23715.45	1112	520	745.03	762
L30	K72	1.54122	1	6.22946703739442e-12	1.722482e-13	20767.66	152	58	709.01	113
L30	L89	1.97931	1	2.8035873714371e-58	1.48387e-16	25775.86	380	182	634.77	250
L30	M81	1.20966	1	3.14382074829883e-21	1.500876e-17	24812.82	1006	722	758.4	304
L30	N17	1.64697	1	1.13954765424713e-34	2.505395e-25	24390.44	366	131	746.65	241
L30	N39	1.12297	1	4.57995350322781e-10	6.834576e-15	24036.01	1591	1015	746.69	688
L40	A04	1.52557	1	2.67695046405305e-24	9.626095e-19	23737.01	156	84	747.79	78
L40	A41	1.37073	1	3.92026668029368e-75	1.835145e-146	24106.58	837	327	682.83	537
L40	A49	1.60339	1	4.70646456907848e-78	4.754995e-42	22312.39	446	208	648.36	176
L40	C22	2.06878	1	9.61053574349622e-38	4.550742e-21	23453.72	54	nan	814.81	nan
L40	D64	1.15779	1	3.21979899256462e-16	2.376915e-82	24331.85	763	360	697.6	417
L40	E14	2.01471	1	1.48826878024739e-236	1.242895e-16	21882.24	505	220	619.3	154
L40	E55	2.11825	1	7.43534720924947e-59	4.132321e-08	22327.01	182	96	481.18	37
L40	E78	1.19011	1	2.06278306140021e-37	3.079598e-10	22138.42	1365	630	589.42	220
L40	E86	1.36454	1	1.53081039201349e-66	4.356147e-142	25833.79	827	465	700.63	521
L40	E87	1.3265	1	1.82355609673392e-37	8.972924e-63	24232.78	519	266	666.76	258
L40	F33	1.74001	1	1.894603437868e-65	3.382197e-10	22140.7	293	171	514.31	91
L40	G62	1.48154	1	1.88639403612151e-35	5.640005e-12	21942.29	289	104	736.42	70
L40	I27	1.68548	1	2.40112015705451e-30	3.753177e-09	24275.57	107	53	631.32	51
